search_title,title,company,location,url,description
business+intelligence+engineer,"Business Intelligence Engineer, Amazon Key",Ring,"Bellevue, WA",https://www.linkedin.com/jobs/view/business-intelligence-engineer-amazon-key-at-ring-4376137651?position=48&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=8sNwYUHrnQM3%2BWtblpXHWQ%3D%3D,"Description Amazon Key and Ring SMB solve for access and critical security challenges with simple, smart solutions. Customers have embraced Amazon Key to protect their deliveries. We are continuously improving and delighting our rapidly growing customer base. We are actively looking for a passionate Business Intelligence Engineer to join our start-up team to help inform the direction of Amazon Key through data, at scale. Successful candidate will be comfortable creating and optimizing table structures, identifying KPIs that drive the business, generating reports for those KPIs that are consumed across the Key for Business organization, analyzing data to inform strategic and tactical initiatives, and writing up the findings from analyses for less-technical audiences. Strong SQL (any implementation) with foundational knowledge of Gen AI implementation is a must. Scripting skills, and background in operations is extremely valuable. This is a highly visible role that partners with business, product management, operations, and the technical team. Key job responsibilities Support the organization's strategic business objectives, new product launches, process outcomes and decisions by analytical insights Collaborate with business leaders and users to optimize data-driven business processes Provide reliable, accurate, timely reporting for operations activities and leadership decision making Design and implement complex, scalable, and high-performance data pipelines and models Collaborate cross-functionally with technology teams, such as data engineers and Product Managers, to define and deliver BI solutions Build reports and dashboards using Amazon QuickSight Use advanced analytics techniques, such as statistical analysis and predictive modeling, to uncover hidden patterns, trends and opportunities Implement AI-powered self-service analytics tools Identify, evaluate, and implement automation opportunities, incl. AI technology; continuously enhance analytics while reducing manual effort Represent the BI function in business reviews and provide data-driven recommendations to business and process leaders A day in the life Daily activities for this role will include meeting with business partners to clearly define objectives and requirements and then translating that into actionable technical solutions. It will also include the design, development, and deployment of those solutions. About The Team Amazon Key and Ring SMB solve for access and critical security challenges with simple, smart solutions. We are a uniquely cross-functional org within Amazon, and often serve as the connective tissue between Smart Home/Devices, Logistics, Operations, and Retail/Shopping across global markets. Our team indexes highly on ownership, collaboration, and delivering results for our customers. Basic Qualifications 3+ years of analyzing and interpreting data with Redshift, Oracle, NoSQL etc. experience 1+ years of SQL, ETL or Oracle experience 1+ years of processing large, multi-dimensional datasets from multiple sources experience 1+ years of performing statistical analysis experience 1+ years of developing automated reporting experience Experience with data visualization using Tableau, Quicksight, or similar tools Experience with data modeling, warehousing and building ETL pipelines Experience in Statistical Analysis packages such as R, SAS and Matlab Experience using SQL to pull data from a database or data warehouse and scripting experience (Python) to process data for modeling Preferred Qualifications Experience with AWS solutions such as EC2, DynamoDB, S3, and Redshift Experience in data mining, ETL, etc. and using databases in a business environment with large-scale, complex datasets Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status. Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner. The base salary range for this position is listed below. Your Amazon package will include sign-on payments and restricted stock units (RSUs). Final compensation will be determined based on factors including experience, qualifications, and location. Amazon also offers comprehensive benefits including health insurance (medical, dental, vision, prescription, Basic Life & AD&D insurance and option for Supplemental life plans, EAP, Mental Health Support, Medical Advice Line, Flexible Spending Accounts, Adoption and Surrogacy Reimbursement coverage), 401(k) matching, paid time off, and parental leave. Learn more about our benefits at https://amazon.jobs/en/benefits. USA, WA, Bellevue - 99,500.00 - 160,000.00 USD annually Company - Amazon.com Services LLC Job ID: A3186249"
business+intelligence+engineer,Business Intelligence Developer,The Judge Group,"Chicago, IL",https://www.linkedin.com/jobs/view/business-intelligence-developer-at-the-judge-group-4363160597?position=49&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=Jn5nEoO5pvIeG%2BlZjSr11A%3D%3D,"About the role: In this role, you will design and build enterprise reporting solutions that empower data-driven decision-making across the organization. You will develop high-performance Tableau dashboards, optimize BI workloads, and ensure reliable delivery through modern DevOps practices. You’ll collaborate closely with business users, data engineers, and software teams to translate analytical needs into scalable, intuitive solutions. Responsibilities: Design, develop, and optimize BI dashboards, reports, and analytics solutions using Tableau. Architect and support enterprise reporting environments, ensuring scalability and performance across large datasets. Build, enhance, and maintain CI/CD pipelines using Jenkins, GitHub, Kubernetes/Rancher, and related DevOps tooling. Troubleshoot deployment issues across environments and perform debugging using Python or equivalent tools. Partner with business stakeholders to understand reporting needs and deliver actionable insights through data models and visualizations. Collaborate with engineering teams to ensure data infrastructure supports high-quality reporting. Apply software development lifecycle best practices across Waterfall, Lean, and Agile environments. Minimum qualifications: 5 years of experience in data-centric design and development, with a primary focus on business intelligence (BI), reporting, and analytics solutions. 3 years of experience architecting, designing, and developing enterprise-scale reporting solutions using Tableau. 3 years of experience with DevOps technologies, including CI/CD deployment pipelines. Strong proficiency in SQL, data warehousing concepts, and modern data management systems. Experience with scripting languages such as Shell, Python, or equivalent. Preferred qualifications: Experience with Tableau Server administration and performance optimization for complex dashboards and large datasets. Experience interacting with business stakeholders to gather requirements and translate them into effective reporting solutions. Knowledge of financial markets, including derivatives and derivative instruments. Hands-on experience with CI/CD tools and ecosystems, including: GitHub for source control Jenkins for pipeline development Kubernetes/Rancher for container orchestration Python for debugging deployment issues Rate: ~$70-$80/hr"
business+intelligence+engineer,Machine Learning Engineer - Strategic Data Solutions,Apple,"Austin, TX",https://www.linkedin.com/jobs/view/machine-learning-engineer-strategic-data-solutions-at-apple-4359234031?position=50&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=Dg0cUq2jCrtZlZdjek802Q%3D%3D,"Summary Do you love the challenge of solving complex problems that can have a direct and meaningful impact on the company? Do you want to be part of a supportive team that’s constantly learning and having fun while solving tough business problems? We’d love to talk to you if you do! At Apple, new ideas have a way of quickly becoming outstanding products, services, and customer experiences. Bring passion and dedication to your career, and there's no telling what you could accomplish! Strategic Data Solutions empowers internal partners and optimizes the customer experience by delivering data-driven solutions that mitigate fraud, improve security, and optimize efficiency. Our work touches all parts of Apple, from manufacturing to fulfillment to apps and services. The enormous scale and complexity of the problems and our data present exciting opportunities for pushing the limits of existing data science methods. As a SDS Machine Learning Engineer, you will work with teams across Apple, using data analysis and predictive modeling techniques to define, build, deploy, and maintain end-to-end operational solutions that have a direct and measurable impact to the company and our customers. Our commitment to you: We will provide challenging problems that will engage your curiosity. We will provide an organizational culture that values collaboration, problem-solving, and work-life balance. We will provide mentorship to further develop your technical and leadership skills. Description Engage with stakeholders to translate ambiguous business problems into technical solutions, including finding opportunities, breaking them into solvable segments, defining requirements, assessing level of effort, etc Work cooperatively to design data science-driven solutions, balancing the utility of tried-and-true techniques and the benefits of custom solutions Collaborate with technical partners to implement robust real-time and batch decisioning in production Create reporting and monitor decisioning quality to maintain operational and business metric health Investigate trends, assess threat impact, and respond with agile logic changes Communicate with stakeholders with varying technical backgrounds and business priorities about your work Share what you're learning about novel technologies and methods (in data science, machine learning, data engineering, and software engineering, etc) to improve your team's overall technical capabilities Minimum Qualifications Graduate degree with research/work experience utilizing data science techniques (including but not limited to Computer Science, Statistics, Political Science, Biology, etc) or Bachelor’s degree with equivalent experience At least 3 years of practical experience (acquired through work, independent projects, or academic research) in deploying machine learning solutions to answer real-world questions Practical experience with implementing data science-related applications in a programming language such as Python, Scala, or Java Preferred Qualifications Theoretical understanding of machine learning algorithms and their relative strengths and weaknesses Ability to use a querying language such as SQL to extract insights from data Demonstrate ability to think holistically about system structures and interactions in order to anticipate technical, business, and customer impact Effective communication skills to translate complex concepts and analysis into concise, business-focused solutions Team-oriented skills and values to facilitate effective collaboration with business and technical partners Apple is an equal opportunity employer that is committed to inclusion and diversity. We seek to promote equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics. Learn more about your EEO rights as an applicant. Apple accepts applications to this posting on an ongoing basis."
business+intelligence+engineer,AI Analytics and Visualization Engineer,NVIDIA,"Arizona, United States",https://www.linkedin.com/jobs/view/ai-analytics-and-visualization-engineer-at-nvidia-4378067993?position=51&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=NdlvxHRXOvhN29MaRU2rig%3D%3D,"NVIDIA’s SCG - Silicon Co-Design Group, Efficiency (SSGE) team is seeking a full-stack developer passionate about building automation and resourceful workflow tools that streamline complex engineering and business processes. You will develop and maintain intelligent workflows that leverage LLMs and automation frameworks to orchestrate data collection, decision-making, and actions across systems, while also building robust data pipelines and interactive interfaces where needed. You will partner closely with other teams to understand their workflows and turn them into AI-powered agents and tools using modern frameworks and technologies. At NVIDIA, we strive for perfection, encourage innovation, and provide opportunities to explore new ways to succeed! What You'll Be Doing Build and run AI agent workflows involving LLMs and tools to automate multi-step processes. Build orchestration services that coordinate model calls, tools, and human review. Develop APIs that expose AI agents to internal apps and UIs or equivalent experience. Connect existing ETL and data pipelines as tools and context for agents. Construct simple web or chat interfaces for workflows powered by artificial intelligence. Ensure scalability, performance, and security of AI services and data flows. What We Need To See MS or equivalent experience. 5+ years of full-stack development. Strong Python skills with a track record of building APIs and backend services. Proficient with SQL and relational or NoSQL databases, plus data modeling and workflow automation. Familiar with LLM platforms and agent/tool frameworks, and able to turn sophisticated workflows into usable AI tools. Expertise in Jira, Perforce, and Git-based platforms, with the technical ability to harness APIs for data retrieval and integration. Excellent problem-solving skills, attention to detail, and a collaborative approach. Ways To Standout From The Crowd Skilled in deploying AI services on AWS, Azure, or GCP with Docker or Kubernetes. Experience with event-driven or streaming systems (e.g., Kafka, Kinesis). Expertise in dashboarding tools (e.g., PowerBI, Grafana, or EasyBI). Hands-on use of AI development tools (e.g., Cursor, Copilot). Experience leveraging AI tools or large language models (LLMs) to enhance productivity, automate workflows, or improve data-driven decision-making. NVIDIA is widely considered to be one of the world's most desirable employers in the technology field. We have some of the most forward-thinking and hardworking people in the world working for us. If you're creative and autonomous, we want to hear from you! Your base salary will be determined based on your location, experience, and the pay of employees in similar positions. The base salary range is 152,000 USD - 241,500 USD for Level 3, and 184,000 USD - 287,500 USD for Level 4. You will also be eligible for equity and benefits. Applications for this job will be accepted at least until February 28, 2026. This posting is for an existing vacancy. NVIDIA uses AI tools in its recruiting processes. NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression, sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law. , , JR2013939"
business+intelligence+engineer,BI Engineer,Evergreen Market,"Renton, WA",https://www.linkedin.com/jobs/view/bi-engineer-at-evergreen-market-4378740576?position=52&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=AKNGnzEwc1tv%2FjjEXujaiA%3D%3D,"Join The Evergreen Market as a Full-Time BI Engineer and dive into the thrilling world of data analytics within the vibrant cannabis industry! This role allows you to harness your analytical skills to drive business insights and support a customer-centric approach that sets us apart. Located in Renton, WA, you will be part of an energetic team that values humility, empathy, and integrity as we push the boundaries of excellence together. Your contributions will shape the future of cannabis jobs, making a real impact on our operations and culture. With a competitive salary ranging from $82,000 to $112,000, this position promises both growth and reward. You will be offered great benefits such as Medical, Dental, Vision, Paid Time Off, Employee Discounts, a Monthly Product Voucher, and Paid Holidays, and Remote Flexibility. Don't miss your chance to be a part of a forward-thinking company that's redefining the cannabis retail experience! Your day as a BI Engineer As a Business Intelligence Engineer at The Evergreen Market, you'll play a crucial role in designing, developing, and maintaining data models, dashboards, and reporting tools that empower leadership and retail operations with actionable insights. In this individual contributor role, you will be the primary data resource for our organization, collaborating closely with the VP and cross-functional leaders to convert complex data into strategic decision-making tools. Your ability to navigate cross-functional priorities will be key as business needs evolve. Within the first 6-9 months, you will take full ownership of the BI function, seamlessly integrating into our established modern data stack. Responsibilities include optimizing SQL queries, crafting dynamic dashboards with Power BI or Tableau, and ensuring data integrity across systems. Your expertise will enable you to identify opportunities for reporting enhancements, supporting our adventurous and customer-focused culture while driving performance across our cannabis retail locations. Are you a good fit for this BI Engineer job? To excel as a Business Intelligence Engineer at The Evergreen Market, you will need a robust skill set that aligns with our dynamic retail environment. A minimum of 2-3+ years of professional experience in business intelligence, analytics engineering, or data engineering is essential. Strong proficiency in SQL is crucial, as you will be responsible for querying, transformation, and performance optimization of data. Experience with at least one programming language, preferably Python, will enable you to automate and transform data effectively. The ability to work independently with minimal technical oversight is key, as you will be navigating cross-functional priorities and serving as the primary BI resource. Your analytical mindset and adaptability will allow you to thrive in a fast-paced setting while translating complex data into strategic insights for our leadership team. Embrace this exciting opportunity to leverage your skills in the evolving cannabis retail landscape! Knowledge And Skills Required For The Position Are 2-3+ years of professional experience working in business intelligence, analytics engineering, data engineering, or a similar role. Strong proficiency in SQL for querying, transformation, and performance optimization. Experience with at least one programming language (Python preferred). Demonstrated ability to work independently with minimal technical oversight. Able to operate as the primary BI resource in a fast-paced retail environment. Make your move So, what do you think? If you feel this is the right job for you, go ahead and apply! We look forward to meeting you! Salary: $82000 - $112000 per year"
business+intelligence+engineer,Business Intelligence Developer,Insight Global,Greater Minneapolis-St. Paul Area,https://www.linkedin.com/jobs/view/business-intelligence-developer-at-insight-global-4374605460?position=53&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=KqKeVOHdlYYk%2BLmmbOVawQ%3D%3D,"Position : Analytics/Tableau Engineer Duration: 12-month contract with opportunity for long-term rolling extensions Location: Hybrid in Arbor Lakes/Maple Grove office 2-3x a week Pay Range : $50-65/hr Must haves: Bachelor's degree in Computer Science or other technical field or equivalent work experience 5+ years of experience in Analytics Engineering, BI Engineering, or Data Engineering Advanced Tableau expertise including: Complex calculated fields (LOD expressions, table calculations) Performance tuning and extract strategy Row-level security implementation Tableau Server / Cloud administration fundamentals Strong SQL skills with performance optimization experience Experience working with Snowflake or other cloud data warehouses Experience building dimensional models (star schemas) Ability to translate ambiguous business needs into scalable data products Plusses: Tableau certifications Experience embedding Tableau in Salesforce Experience with dbt and modern data stack tooling Experience working in regulated or access-controlled environments Exposure to advanced analytics or statistical methods. Project Description: A leading medical device client of Insight Global is seeking a highly skilled Analytics Engineer with deep expertise in Tableau to drive enterprise‑grade business intelligence and analytics enablement. This role sits at the intersection of modern data engineering, governed analytics, and advanced Tableau development. You will own the end‑to‑end analytics lifecycle, from designing analytics‑ready data models and building reliable data pipelines to delivering secure, high‑performance dashboards that power executive decision‑making. A core focus of this role is creating scalable Tableau solutions embedded within Salesforce Experience Cloud, ensuring trusted insights are delivered directly into business workflows."
business+intelligence+engineer,Business Intelligence Engineer III,IntePros,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/business-intelligence-engineer-iii-at-intepros-4356547375?position=54&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=MrCTUVTU%2BMRPJJhGjjJmTg%3D%3D,"Overview We’re supporting a large, consumer-facing digital platform within the music and media space that’s focused on customer growth, engagement, and retention. This role sits on a central analytics team that partners closely with product, experimentation, and business stakeholders to turn data into decisions. If you enjoy blending strong SQL, business context, and experimentation work, this role offers real visibility into how a global product grows and evolves. What You’ll Be Doing You’ll split your time between building and maintaining data pipelines, creating business-friendly dashboards, and analyzing experiments tied directly to customer behavior. Some weeks will lean heavily into experimentation analysis, while others will focus on metrics, reporting, and weekly business reviews. Day to day, you’ll work within a sprint-based operating model, collaborate with stakeholders to prioritize work, and execute against clearly defined goals. You’ll report into an analytics manager who helps set priorities and remove blockers, while giving you room to operate independently. Key Responsibilities Evaluation of the performance of program features and marketing content along measures of customer response, use, conversion, and retention Statistical testing of A/B and multivariate experiments Design, build and maintain metrics and reports on program health Respond to ad hoc requests from business leaders to investigate critical aspects of customer behavior, e.g. how many customers use a given feature or fit a given profile, deep dive into unusual patterns, and exploratory data analysis Employ data mining, model building, segmentation, and other analytical techniques to capture important trends in the customer base Participate in strategic and tactical planning discussions Job Qualifications 7+ years of experience working with large-scale complex datasets Strong analytical mindset, ability to decompose business requirements into an analytical plan, and execute the plan to answer those business questions Strong working knowledge of SQL Background (academic or professional) in statistics, programming, and marketing SAS experience a plus Graduate degree in math/statistics, computer science or related field, or marketing is highly desirable. Excellent communication skills, equally adept at working with engineers as well as business leaders Work Details Full-time schedule, standard business hours No travel required Onsite preferred in Sunnyvale, CA, open to strong remote candidates aligned to PST or EST Potential for extension, no planned conversion at this time Why This Role This isn’t a background reporting role. You’ll be hands-on with experimentation, exposed to how a major digital product measures and drives growth, and involved in work that directly impacts customer experience. It’s a strong fit for someone who wants both technical depth and real business influence."
business+intelligence+engineer,Business Intelligence Engineer,L2R Consulting,"Atlanta, GA",https://www.linkedin.com/jobs/view/business-intelligence-engineer-at-l2r-consulting-4364180836?position=55&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=s2d7z3TzMuxgb7Lj%2BXHP3w%3D%3D,"Job Title: Business Intelligence Engineer (Contractor) Roles and Responsibilities Partner with business stakeholders to translate questions and objectives into well-scoped dashboard/report requirements and success metrics. Design, build, and maintain enterprise-grade Power BI reports and dashboards, emphasizing clarity, performance, and consistent UX patterns. Develop and enhance Fabric semantic models (datasets) to support both standardized and custom analytic needs; apply dimensional modeling (star/snowflake) best practices. Write robust DAX and Power Query (M) to implement business logic, KPI calculations, row-level security, and efficient data shaping. Contribute to standards for visualization, semantic modeling, and release/change management across BI assets. Produce user-friendly documentation that explains complex logic, data lineage, and KPI definitions for non-technical audiences. Provide production support for business-critical reports, including incident triage, fixes, and stakeholder communications. Analyze data quality issues and anomalies; document findings, identify root causes, and recommend pragmatic remediation paths. Collaborate with data engineering to source/shape data from the Fabric Data Lake and align on Lakehouse/Warehouse usage patterns. Optimize model size, refresh strategies, and query performance (e.g., aggregations, composite models, incremental refresh). Participate in design reviews and knowledge-sharing sessions with analysts, engineers, and architects. Be available to collaborate during 8am–5pm Eastern Time, Monday–Friday. Core Skills Requirements Power BI (Reports, DAX, Power Query M), Fabric semantic models Dimensional modeling (facts, dimensions, conformed dimensions, SCD concepts) SQL (complex joins, window functions, CTEs, performance awareness) Working knowledge of Microsoft Fabric components, including Data Lake, Lakehouse, and Warehouse Requirements gathering, stakeholder communication, and data storytelling Documentation and change/release hygiene in a team environment Technical Skills Requirements 3+ years hands-on experience building production Power BI reports and dashboards for business stakeholders. 1+ years designing dimensional models and semantic layers to support self-service and governed BI (star schemas, role-playing dimensions, KPI standardization). Advanced proficiency in DAX (calculated columns/measures, time-intelligence, virtual tables) and Power Query M (data shaping, parameterization, functions). Proven experience implementing performance optimization in Power BI (model design, measure patterns, aggregations, incremental refresh, Direct Lake/DirectQuery vs Import trade-offs). Demonstrated ability to translate ambiguous business questions into analytical designs, mockups, and measurable outcomes. Proficient SQL for model sourcing, validation, and troubleshooting; familiarity with query plans and optimization basics. Practical understanding of medallion architecture, Fabric Lakehouse, and Warehouse, including how each supports semantic modeling and refresh strategies. Experience operationalizing BI assets: version control practices, release management, issue tracking, and production support. Strong written communication skills to create user-friendly documentation (KPI definitions, data caveats, usage guides). Nice to Have Exposure to Purview for data governance/cataloging. Experience working with PowerBI AI Agent or other equivalent ABI infrastructure. Experience with RLS design at scale and governance for enterprise datasets. Familiarity with UX standards for enterprise analytics and accessibility guidelines. Background in anomaly detection workflows and root-cause analysis techniques. Tableau or other BI tools. Engagement Details Contractor role with responsibility for delivering high-quality, production-ready BI assets in a collaborative environment. Expected to follow architectural guidance and data governance principles during all phases of design, development, testing, and support. Must work effectively with onshore/offshore teammates and business partners to ensure deliverables are met on time and with quality."
business+intelligence+engineer,Business Intelligence Developer,KellyMitchell Group,"Alpharetta, GA",https://www.linkedin.com/jobs/view/business-intelligence-developer-at-kellymitchell-group-4378039135?position=56&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=eqUMhHFdRBCpC4uOPEFXQw%3D%3D,"Job Summary: Our client is seeking a Business Intelligence Developer to join their team! This position is located in Alpharetta, GA; Irving, TX and Basking Ridge, NJ. Duties: Define business enhancement and reporting requirements, including baseline functionality and system improvements to support business operations Plan, design, and develop innovative BI solutions using Teradata and GCP enterprise data warehouse environments Leverage Looker, Qlik, and Tableau to create and deploy actionable dashboards that enable business owners to measure performance and conduct analysis Demonstrate proficiency in Python and experience with big data technology implementations Maintain a foundational understanding of AI/machine learning technologies Source and analyze data from multiple repositories, validate consistency, and partner with IT teams to ensure data integrity and accurate KPI calculations Provide guidance on data quality and business reporting best practices Develop and document BI coding standards, naming conventions, templates, and metadata Optimize the BI environment by designing and creating tables, diagnosing and resolving user or performance issues, and performing testing, monitoring, and tuning Desired Skills/Experience: 5+ years of experience in Business Intelligence (BI) development and reporting Proven ability to define business enhancement and reporting requirements, including system improvements to support business functions Hands-on experience designing and developing BI solutions using Teradata and GCP enterprise data warehouse environments Proficiency with Looker, Qlik, and Tableau to build and deploy actionable dashboards Strong programming skills in Python with experience in big data technology implementations Foundational knowledge of AI/Machine Learning concepts Ability to source, analyze, and validate data from multiple repositories Skilled in partnering with IT teams to ensure data integrity and accurate KPI calculations Strong understanding of data quality, BI coding standards, naming conventions, templates, and metadata management Experience optimizing BI environments, including table design, troubleshooting, performance tuning, and system monitoring Excellent communication and collaboration skills to work effectively with business and technical teams Benefits: Medical, Dental, & Vision Insurance Plans Employee-Owned Profit Sharing (ESOP) 401K offered The approximate pay range for this position is between $39.00 and $52.00 . Please note that the pay range provided is a good faith estimate. Final compensation may vary based on factors including but not limited to background, knowledge, skills, and location. We comply with local wage minimums. At KellyMitchell, our culture is world class. We’re movers and shakers! We don’t mind a bit of friendly competition, and we reward hard work with unlimited potential for growth. This is an exciting opportunity to join a company known for innovative solutions and unsurpassed customer service. We're passionate about helping companies solve their biggest IT staffing & project solutions challenges. As an employee-owned, women-led organization serving Fortune 500 companies nationwide, we deliver expert service at a moment's notice. By applying for this job, you agree to receive calls, AI-generated calls, text messages, or emails from KellyMitchell and its affiliates, and contracted partners. Frequency varies for text messages. Message and data rates may apply. Carriers are not liable for delayed or undelivered messages. You can reply STOP to cancel and HELP for help. You can access our privacy policy at https://www.careers.kellymitchell.com/privacy-policy"
business+intelligence+engineer,Business Intelligence Developer (Qlik) - All Levels,Silverthorne Advisory Group,"Scott AFB, IL",https://www.linkedin.com/jobs/view/business-intelligence-developer-qlik-all-levels-at-silverthorne-advisory-group-4363240672?position=57&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=rkfSUoBX0xbQNu45eORmOg%3D%3D,"Benefits: Retirement Plan 401(k) 401(k) matching Bonus based on performance Company parties Competitive salary Dental insurance Health insurance Opportunity for advancement Paid time off Training & development Vision insurance Job Description Silverthorne Advisory Group is seeking a skilled and highly motivated Business Intelligence Developer (Qlik) to join an exciting and growing opportunity within the Defense sector. On a regular basis, the candidate will be challenged to analyze large sets of data in an effort to advise the client on strategic and financial decisions. Being familiar or fluent in scripting languages (i.e. SQL and/or Python) will be key in the daily scope of responsibilities. The subsequent creation of documentation, change management, and implementation to a broad group of stakeholders will likely follow these discovery efforts. The candidate will likely act as a key point of coordination between other financial management teams, technical liaisons, and an Independent Public Accountant (IPA). The position will be onsite with the expectation to be in the office at Scott AFB, IL. Responsibilities Define technical requirements, perform analysis and implement change as part of Business Intelligence Projects using Qlik. Support the design and the development of data models. Create data visualizations, charts, and dashboards to present insights to end-users. Follow and enhance BI standards across the team to include keeping up to date with Qlik product enhancements and tool best practices. Ensure optimal end user performance by establishing and consistently executing overall system performance assessment processes and associated action plans. Communicate and coordinate with teams to accomplish objectives and deliver excellence. Requirements Secret clearance required (can be sponsored). Bachelor's degree in a related field. Familiarity with database systems and SQL queries and programming languages such as R or Python. 3+ years of experience with data visualization tools, such as Tableau, Qlik, PowerBI, d3.js, or equivalent. 3+ years of experience with Qlik data modeling and building dashboards/data visualizations. Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams. Detail-oriented mindset with a commitment to delivering high-quality results. Benefits Compensation - We carefully consider a wide range of compensation factors, including but not limited to prior experience, skills, expertise, location, and other considerations permitted by law. Healthcare - We offer Health, Vision, and Dental Plans for our employees and their families. Retirement Plan – We invest in your future with a competitive 401(k) plan, where we match 100% of your contributions up to your first 6% and give you access to Vanguard Admiral funds. Paid Time Off - Based on length of service, we offer a generous amount of paid leave. Bonus System – As you invest in us, we invest in you. We offer bonuses to all employees who meet and exceed goals throughout the year. Professional Development – Support for career growth through training programs and certifications. Company Retreats & Team Events – Sponsored trips, team-building activities, and annual conferences related to your skillset."
business+intelligence+engineer,Software Engineer - Data,Apple,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/software-engineer-data-at-apple-4360035157?position=58&pageNum=0&refId=UJXWnvJ7DRjwWqpPR4UT2A%3D%3D&trackingId=HMEb%2BS3u4KMm8uEDpKkxmw%3D%3D,"Summary We are seeking a highly skilled and experienced software / data ETL engineer to join our small but impactful data processing team. You will play a crucial role in designing, building, and implementing robust and efficient ETL (Extract, Transform, Load) processes for large datasets. This role requires a proven ability to design and implement ETL/ELT pipelines, and a high proficiency in Python and remote development. While a strong foundation in data science and analytics is not required, experience in these areas is a plus, as opportunities may arise to contribute to developing reporting tools and data analysis. Are you ready to leave an enduring mark on the world of technology? Description You will work closely with our team, receiving clear technical instructions, to implement data processing pipelines, optimize existing pipelines, to help ensure the timely and accurate delivery of data to multiple internal teams. Responsibilities Design, develop, and implement ETL processes using a suitable framework Collaborate with the data processing team, receiving technical instructions and specifications Provide documentation for ETL processes, including data lineage and transformation logic Troubleshoot and resolve data-related issues, utilizing strong analytical and problem-solving skills Monitor and maintain the performance of ETL pipelines, identifying and resolving bottlenecks Participate in code reviews and contribute to best practices within the team Contribute to the improvement of our data infrastructure and processes Minimum Qualifications Bachelor's degree in Computer Science, Engineering, or a related field 5+ years of experience in data engineering, with a strong focus on ETL/ELT processes High proficiency in Python Preferred Qualifications Experience with data quality and validation techniques Proven experience working with large datasets Experience with Big Data formats and tooling such as Parquet, Iceberg Experience with media data formats (i.e. photos and video) and metadata formats such as CSV and JSON Expertise in at least one cloud platform (e.g., AWS, Azure, GCP) and relevant services Experience with Dagster and other data orchestration frameworks Experience with dbt Experience with CI/CD pipelines Experience with data visualization tools (e.g., Tableau, Superset) Experience in SQL, data science and analytics Experience with databases like postgres/Trino Strong communication and collaboration skills Excellent problem-solving and analytical skills Ability to work effectively with limited contextual information and follow detailed technical specifications Pay & Benefits At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $147,400 and $272,100, and your base pay will depend on your skills, qualifications, experience, and location. Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits. Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program. Apple is an equal opportunity employer that is committed to inclusion and diversity. We seek to promote equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics. Learn more about your EEO rights as an applicant. Apple accepts applications to this posting on an ongoing basis."
